['2020-01-07', 'from', 2]
['2020-02-19', 'states', 24]
['2020-02-19', 'death', 92]
['2020-02-19', 'news', 103]
['2020-02-19', 'severe', 16]
['2020-02-19', 'control', 58]
['2020-02-19', 'confirmed', 158]
['2020-02-19', 'medical', 82]
['2020-02-19', 'when', 53]
['2020-02-19', 'state', 43]
['2020-02-19', 'public', 49]
['2020-02-19', 'deaths', 78]
['2020-02-19', 'authorities', 75]
['2020-02-19', 'hospital', 103]
['2020-02-19', 'patients', 84]
['2020-02-19', 'under', 60]
['2020-02-19', 'international', 53]
['2020-02-19', 'died', 73]
['2020-02-19', 'many', 68]
['2020-02-19', 'measures', 49]
['2020-02-19', 'minister', 35]
['2020-02-19', 'says', 72]
['2020-02-20', 'three', 4]
['2020-02-20', 'disease', 3]
['2020-02-20', 'with', 16]
['2020-02-20', 'coronavirus', 30]
['2020-02-20', 'outbreak', 14]
['2020-02-20', 'after', 6]
['2020-02-20', 'government', 3]
['2020-02-20', 'reported', 4]
['2020-02-20', 'were', 7]
['2020-02-20', 'about', 3]
['2020-02-20', 'spread', 5]
['2020-02-20', 'china', 38]
['2020-02-20', 'which', 5]
['2020-02-20', 'your', 4]
['2020-02-20', 'news', 4]
['2020-02-20', 'from', 18]
['2020-02-20', 'medical', 2]
['2020-02-20', 'over', 2]
['2020-02-20', 'hospital', 2]
['2020-02-20', '\nthe', 12]
['2020-02-20', 'virus', 13]
['2020-02-20', 'said', 25]
['2020-02-20', 'wuhan', 2]
['2020-02-20', 'chinese', 7]
['2020-02-20', 'minister', 2]
['2020-02-20', 'that', 12]
['2020-02-20', 'under', 3]
['2020-02-20', 'this', 11]
['2020-02-20', 'have', 25]
['2020-02-20', 'been', 9]
['2020-02-20', 'home', 3]
['2020-02-20', 'told', 3]
['2020-02-20', 'days', 3]
['2020-02-20', 'country', 7]
['2020-02-20', 'also', 6]
['2020-02-20', 'february', 8]
['2020-02-20', 'authorities', 3]
['2020-02-20', 'died', 3]
['2020-02-20', 'travel', 5]
['2020-02-20', 'being', 4]
['2020-02-20', 'their', 9]
['2020-02-20', 'health', 8]
['2020-02-20', 'case', 4]
['2020-02-20', 'number', 3]
['2020-02-20', 'some', 2]
['2020-02-20', 'will', 9]
['2020-02-20', 'symptoms', 3]
['2020-02-20', 'they', 7]
['2020-02-20', 'epidemic', 6]
['2020-02-20', 'death', 3]
['2020-02-20', 'confirmed', 6]
['2020-02-20', 'cases', 7]
['2020-02-20', 'more', 5]
['2020-02-20', 'people', 7]
['2020-02-20', 'while', 2]
['2020-02-20', 'first', 4]
['2020-02-20', 'deaths', 2]
['2020-02-20', 'deadly', 2]
['2020-02-20', 'infected', 2]
['2020-02-20', 'other', 5]
['2020-02-20', 'many', 5]
['2020-02-20', 'countries', 5]
['2020-02-20', 'week', 2]
['2020-02-20', 'last', 2]
['2020-02-20', 'world', 3]
['2020-02-20', 'than', 4]
['2020-02-20', 'global', 3]
['2020-02-20', 'year', 8]
['2020-02-20', 'time', 2]
['2020-02-20', 'take', 3]
['2020-02-20', 'international', 4]
['2020-02-20', 'control', 2]
['2020-02-20', 'reuters', 7]
['2020-02-20', 'around', 3]
['2020-02-20', 'what', 2]
['2020-02-20', '2020', 7]
['2020-02-20', 'would', 2]
['2020-02-21', 'coronavirus', 27]
['2020-02-21', 'global', 3]
['2020-02-21', 'from', 17]
['2020-02-21', 'china', 10]
['2020-02-21', 'have', 10]
['2020-02-21', 'home', 3]
['2020-02-21', 'first', 5]
['2020-02-21', 'death', 4]
['2020-02-21', 'february', 15]
['2020-02-21', '2020', 8]
['2020-02-21', 'last', 5]
['2020-02-21', 'virus', 3]
['2020-02-21', 'central', 3]
['2020-02-21', 'chinese', 9]
['2020-02-21', 'city', 5]
['2020-02-21', 'wuhan', 6]
['2020-02-21', 'reported', 10]
['2020-02-21', '\nthe', 7]
['2020-02-21', 'died', 3]
['2020-02-21', 'news', 4]
['2020-02-21', 'health', 10]
['2020-02-21', 'country', 4]
['2020-02-21', 'cases', 9]
['2020-02-21', 'number', 3]
['2020-02-21', 'infected', 3]
['2020-02-21', 'since', 2]
['2020-02-21', 'more', 8]
['2020-02-21', 'than', 8]
['2020-02-21', 'people', 7]
['2020-02-21', 'that', 15]
['2020-02-21', 'while', 2]
['2020-02-21', 'been', 8]
['2020-02-21', 'including', 2]
['2020-02-21', 'spread', 6]
['2020-02-21', 'ministry', 3]
['2020-02-21', 'medical', 2]
['2020-02-21', 'outbreak', 11]
['2020-02-21', 'reuters', 7]
['2020-02-21', 'said', 9]
['2020-02-21', 'according', 3]
['2020-02-21', 'confirmed', 5]
['2020-02-21', 'with', 5]
['2020-02-21', 'other', 4]
['2020-02-21', 'over', 4]
['2020-02-21', 'positive', 6]
['2020-02-21', 'three', 2]
['2020-02-21', 'could', 4]
['2020-02-21', 'this', 3]
['2020-02-21', 'public', 3]
['2020-02-21', 'government', 2]
['2020-02-21', 'which', 4]
['2020-02-21', 'deaths', 2]
['2020-02-21', 'week', 2]
['2020-02-21', 'international', 4]
['2020-02-21', 'would', 2]
['2020-02-21', 'will', 2]
['2020-02-21', 'also', 2]
['2020-02-21', 'year', 3]
['2020-02-21', 'after', 6]
['2020-02-21', 'tested', 2]
['2020-02-22', 'coronavirus', 12]
['2020-02-22', 'outbreak', 3]
['2020-02-22', 'news', 4]
['2020-02-22', 'health', 2]
['2020-02-22', 'first', 2]
['2020-02-22', 'from', 9]
['2020-02-22', 'wuhan', 4]
['2020-02-22', 'days', 5]
['2020-02-22', 'people', 7]
['2020-02-22', 'will', 3]
['2020-02-22', 'after', 4]
['2020-02-22', 'they', 4]
['2020-02-22', 'were', 4]
['2020-02-22', 'this', 2]
['2020-02-22', 'china', 6]
['2020-02-22', 'number', 2]
['2020-02-22', 'cases', 4]
['2020-02-22', 'with', 5]
['2020-02-22', 'been', 2]
['2020-02-22', 'that', 5]
['2020-02-22', 'global', 3]
['2020-02-22', 'virus', 3]
['2020-02-22', 'spread', 3]
['2020-02-22', 'when', 2]
['2020-02-22', 'chinese', 3]
['2020-02-22', 'into', 3]
['2020-02-22', 'says', 4]
['2020-02-22', 'there', 2]
['2020-02-22', 'world', 3]
['2020-02-22', 'some', 2]
['2020-02-22', 'reported', 2]
['2020-02-22', 'about', 2]
['2020-02-23', 'february', 3]
['2020-02-23', '2020', 3]
['2020-02-23', 'coronavirus', 6]
['2020-02-23', 'minister', 2]
['2020-02-23', 'with', 4]
['2020-02-23', 'reuters', 2]
['2020-02-23', 'from', 10]
['2020-02-23', 'outbreak', 2]
['2020-02-23', 'global', 2]
['2020-02-23', 'over', 2]
['2020-02-23', 'more', 3]
['2020-02-23', 'about', 2]
['2020-02-23', 'deadly', 3]
['2020-02-23', 'china', 3]
['2020-02-23', 'virus', 3]
['2020-02-23', 'spread', 2]
['2020-02-23', 'countries', 3]
['2020-02-23', 'according', 2]
['2020-02-23', 'have', 2]
['2020-02-23', 'people', 4]
['2020-02-23', 'disease', 2]
['2020-02-23', 'reported', 2]
['2020-02-23', 'also', 2]
['2020-02-23', 'country', 3]
['2020-02-23', 'this', 2]
['2020-02-23', 'will', 2]
['2020-02-23', 'when', 2]
['2020-02-24', 'february', 7]
['2020-02-24', '2020', 14]
['2020-02-24', 'coronavirus', 34]
['2020-02-24', 'united', 4]
['2020-02-24', 'international', 4]
['2020-02-24', 'reuters', 9]
['2020-02-24', 'outbreak', 14]
['2020-02-24', 'said', 15]
['2020-02-24', 'about', 4]
['2020-02-24', 'china', 7]
['2020-02-24', 'states', 2]
['2020-02-24', 'this', 8]
['2020-02-24', 'travel', 6]
['2020-02-24', 'other', 3]
['2020-02-24', 'there', 7]
['2020-02-24', 'were', 8]
['2020-02-24', 'confirmed', 9]
['2020-02-24', 'cases', 17]
['2020-02-24', 'from', 25]
['2020-02-24', 'also', 4]
['2020-02-24', 'city', 3]
['2020-02-24', '\nthe', 11]
['2020-02-24', 'according', 2]
['2020-02-24', 'spread', 4]
['2020-02-24', 'virus', 10]
['2020-02-24', 'measures', 2]
['2020-02-24', 'could', 10]
['2020-02-24', 'will', 13]
['2020-02-24', 'public', 4]
['2020-02-24', 'health', 9]
['2020-02-24', 'take', 2]
['2020-02-24', 'which', 3]
['2020-02-24', 'they', 4]
['2020-02-24', 'being', 4]
['2020-02-24', 'would', 2]
['2020-02-24', 'their', 6]
['2020-02-24', 'been', 9]
['2020-02-24', 'have', 11]
['2020-02-24', 'that', 16]
['2020-02-24', 'global', 7]
['2020-02-24', 'number', 5]
['2020-02-24', 'markets', 4]
['2020-02-24', 'many', 3]
['2020-02-24', 'with', 9]
['2020-02-24', 'when', 2]
['2020-02-24', 'first', 5]
['2020-02-24', 'people', 6]
['2020-02-24', 'what', 5]
['2020-02-24', 'more', 6]
['2020-02-24', 'tested', 2]
['2020-02-24', 'positive', 2]
['2020-02-24', 'symptoms', 3]
['2020-02-24', 'disease', 3]
['2020-02-24', 'government', 6]
['2020-02-24', 'news', 4]
['2020-02-24', 'after', 5]
['2020-02-24', 'while', 6]
['2020-02-24', 'than', 7]
['2020-02-24', 'three', 2]
['2020-02-24', 'year', 2]
['2020-02-24', 'infected', 2]
['2020-02-24', 'deaths', 7]
['2020-02-24', 'countries', 2]
['2020-02-24', 'around', 3]
['2020-02-24', 'world', 6]
['2020-02-24', 'death', 3]
['2020-02-24', 'reported', 6]
['2020-02-24', 'person', 4]
['2020-02-24', 'died', 2]
['2020-02-24', 'epidemic', 3]
['2020-02-24', 'told', 4]
['2020-02-24', 'says', 2]
['2020-02-24', 'minister', 4]
['2020-02-24', 'country', 2]
['2020-02-24', 'over', 4]
['2020-02-24', 'ministry', 2]
['2020-02-24', 'deadly', 2]
['2020-02-25', 'year', 7]
['2020-02-25', 'your', 5]
['2020-02-25', 'control', 8]
['2020-02-25', 'with', 27]
['2020-02-25', 'while', 5]
['2020-02-25', 'this', 26]
['2020-02-25', 'from', 33]
['2020-02-25', 'there', 8]
['2020-02-25', 'february', 6]
['2020-02-25', 'that', 41]
['2020-02-25', 'than', 10]
['2020-02-25', 'first', 7]
['2020-02-25', 'time', 3]
['2020-02-25', 'being', 7]
['2020-02-25', 'their', 7]
['2020-02-25', 'when', 8]
['2020-02-25', 'coronavirus', 48]
['2020-02-25', 'spread', 23]
['2020-02-25', 'wuhan', 2]
['2020-02-25', 'china', 23]
['2020-02-25', 'countries', 11]
['2020-02-25', 'world', 11]
['2020-02-25', 'more', 11]
['2020-02-25', 'confirmed', 6]
['2020-02-25', 'cases', 21]
['2020-02-25', 'deaths', 7]
['2020-02-25', 'what', 7]
['2020-02-25', 'reported', 8]
['2020-02-25', 'including', 6]
['2020-02-25', 'were', 8]
['2020-02-25', 'have', 30]
['2020-02-25', 'been', 15]
['2020-02-25', 'people', 26]
['2020-02-25', 'tested', 3]
['2020-02-25', 'hospital', 2]
['2020-02-25', 'government', 9]
['2020-02-25', 'infected', 7]
['2020-02-25', '\nthe', 11]
['2020-02-25', 'said', 26]
['2020-02-25', 'last', 2]
['2020-02-25', 'days', 2]
['2020-02-25', 'home', 4]
['2020-02-25', 'number', 5]
['2020-02-25', 'other', 9]
['2020-02-25', 'virus', 16]
['2020-02-25', 'says', 13]
['2020-02-25', 'officials', 15]
['2020-02-25', 'under', 3]
['2020-02-25', 'after', 5]
['2020-02-25', 'positive', 2]
['2020-02-25', '2020', 7]
['2020-02-25', 'health', 19]
['2020-02-25', 'disease', 10]
['2020-02-25', 'global', 11]
['2020-02-25', 'they', 21]
['2020-02-25', 'public', 4]
['2020-02-25', 'also', 12]
['2020-02-25', 'patients', 6]
['2020-02-25', 'where', 6]
['2020-02-25', 'three', 4]
['2020-02-25', 'medical', 7]
['2020-02-25', 'state', 2]
['2020-02-25', 'case', 3]
['2020-02-25', 'could', 4]
['2020-02-25', 'news', 5]
['2020-02-25', 'about', 8]
['2020-02-25', 'country', 10]
['2020-02-25', 'according', 2]
['2020-02-25', 'which', 4]
['2020-02-25', 'will', 29]
['2020-02-25', 'over', 6]
['2020-02-25', 'outbreak', 13]
['2020-02-25', 'into', 2]
['2020-02-25', 'deadly', 2]
['2020-02-25', 'markets', 5]
['2020-02-25', 'some', 7]
['2020-02-25', 'novel', 6]
['2020-02-25', 'person', 2]
['2020-02-25', 'city', 2]
['2020-02-25', 'united', 7]
['2020-02-25', 'states', 7]
['2020-02-25', 'chinese', 3]
['2020-02-25', 'around', 6]
['2020-02-25', 'told', 4]
['2020-02-25', 'would', 4]
['2020-02-25', 'travel', 3]
['2020-02-25', 'many', 3]
['2020-02-25', 'severe', 3]
['2020-02-25', 'symptoms', 2]
['2020-02-26', 'your', 3]
['2020-02-26', 'that', 29]
['2020-02-26', 'with', 22]
['2020-02-26', 'under', 3]
['2020-02-26', 'number', 3]
['2020-02-26', 'over', 10]
['2020-02-26', 'february', 2]
['2020-02-26', 'they', 11]
['2020-02-26', 'deadly', 4]
['2020-02-26', 'coronavirus', 56]
['2020-02-26', 'said', 35]
['2020-02-26', 'could', 7]
['2020-02-26', 'than', 6]
['2020-02-26', 'china', 8]
['2020-02-26', 'about', 6]
['2020-02-26', 'more', 17]
['2020-02-26', '\nthe', 16]
['2020-02-26', 'health', 18]
['2020-02-26', 'novel', 7]
['2020-02-26', 'officials', 11]
['2020-02-26', 'time', 4]
['2020-02-26', 'global', 6]
['2020-02-26', 'outbreak', 13]
['2020-02-26', 'authorities', 6]
['2020-02-26', 'travel', 5]
['2020-02-26', 'people', 11]
['2020-02-26', 'confirmed', 4]
['2020-02-26', 'cases', 7]
['2020-02-26', 'from', 28]
['2020-02-26', 'their', 6]
['2020-02-26', 'many', 2]
['2020-02-26', 'have', 34]
['2020-02-26', 'countries', 8]
['2020-02-26', 'this', 21]
['2020-02-26', 'were', 14]
['2020-02-26', 'including', 4]
['2020-02-26', 'after', 7]
['2020-02-26', 'city', 7]
['2020-02-26', 'which', 12]
['2020-02-26', 'disease', 12]
['2020-02-26', 'markets', 3]
['2020-02-26', 'international', 2]
['2020-02-26', 'reuters', 3]
['2020-02-26', 'would', 15]
['2020-02-26', 'around', 4]
['2020-02-26', 'chinese', 3]
['2020-02-26', 'last', 4]
['2020-02-26', 'year', 5]
['2020-02-26', 'news', 3]
['2020-02-26', 'spread', 13]
['2020-02-26', 'will', 13]
['2020-02-26', 'control', 5]
['2020-02-26', 'united', 7]
['2020-02-26', 'states', 6]
['2020-02-26', 'says', 7]
['2020-02-26', 'virus', 11]
['2020-02-26', 'told', 4]
['2020-02-26', 'also', 8]
['2020-02-26', 'been', 7]
['2020-02-26', 'week', 3]
['2020-02-26', 'days', 4]
['2020-02-26', 'other', 8]
['2020-02-26', 'there', 4]
['2020-02-26', 'public', 9]
['2020-02-26', 'minister', 2]
['2020-02-26', 'what', 4]
['2020-02-26', '2020', 4]
['2020-02-26', 'world', 6]
['2020-02-26', 'when', 3]
['2020-02-26', 'while', 2]
['2020-02-26', 'epidemic', 2]
['2020-02-26', 'first', 3]
['2020-02-26', 'case', 2]
['2020-02-26', 'country', 2]
['2020-02-26', 'home', 3]
['2020-02-26', 'hospital', 3]
['2020-02-26', 'take', 2]
['2020-02-26', 'into', 2]
['2020-02-26', 'death', 2]
['2020-02-26', 'according', 3]
['2020-02-26', 'state', 4]
['2020-02-27', 'travel', 8]
['2020-02-27', 'coronavirus', 51]
['2020-02-27', 'epidemic', 5]
['2020-02-27', 'some', 4]
['2020-02-27', 'global', 6]
['2020-02-27', 'could', 6]
['2020-02-27', 'than', 6]
['2020-02-27', 'that', 27]
['2020-02-27', 'which', 13]
['2020-02-27', 'your', 5]
['2020-02-27', 'news', 16]
['2020-02-27', 'more', 7]
['2020-02-27', 'people', 11]
['2020-02-27', 'state', 2]
['2020-02-27', 'under', 3]
['2020-02-27', 'medical', 9]
['2020-02-27', 'after', 8]
['2020-02-27', 'deadly', 4]
['2020-02-27', 'health', 14]
['2020-02-27', 'officials', 5]
['2020-02-27', 'into', 3]
['2020-02-27', 'markets', 5]
['2020-02-27', 'about', 12]
['2020-02-27', 'countries', 6]
['2020-02-27', 'said', 34]
['2020-02-27', 'from', 22]
['2020-02-27', 'over', 9]
['2020-02-27', 'wuhan', 2]
['2020-02-27', 'they', 7]
['2020-02-27', 'virus', 14]
['2020-02-27', 'according', 3]
['2020-02-27', 'february', 10]
['2020-02-27', '2020', 12]
['2020-02-27', 'first', 10]
['2020-02-27', 'authorities', 2]
['2020-02-27', 'confirmed', 8]
['2020-02-27', 'their', 3]
['2020-02-27', 'case', 5]
['2020-02-27', 'with', 23]
['2020-02-27', '\nthe', 13]
['2020-02-27', 'cases', 10]
['2020-02-27', 'united', 5]
['2020-02-27', 'what', 4]
['2020-02-27', 'will', 7]
['2020-02-27', 'have', 15]
['2020-02-27', 'country', 6]
['2020-02-27', 'reported', 6]
['2020-02-27', 'this', 11]
['2020-02-27', 'also', 9]
['2020-02-27', 'ministry', 3]
['2020-02-27', 'international', 2]
['2020-02-27', 'spread', 7]
['2020-02-27', 'been', 13]
['2020-02-27', 'many', 2]
['2020-02-27', 'other', 6]
['2020-02-27', 'including', 3]
['2020-02-27', 'were', 6]
['2020-02-27', 'tested', 5]
['2020-02-27', 'positive', 5]
['2020-02-27', 'outbreak', 14]
['2020-02-27', 'china', 13]
['2020-02-27', 'infected', 10]
['2020-02-27', 'minister', 8]
['2020-02-27', 'chinese', 4]
['2020-02-27', 'government', 7]
['2020-02-27', 'control', 3]
['2020-02-27', 'states', 5]
['2020-02-27', 'since', 3]
['2020-02-27', 'told', 6]
['2020-02-27', 'novel', 4]
['2020-02-27', 'public', 7]
['2020-02-27', 'where', 4]
['2020-02-27', 'person', 2]
['2020-02-27', 'would', 4]
['2020-02-27', 'time', 3]
['2020-02-27', 'number', 3]
['2020-02-27', 'when', 5]
['2020-02-27', 'city', 5]
['2020-02-27', 'last', 3]
['2020-02-27', 'three', 2]
['2020-02-27', 'deaths', 2]
['2020-02-27', 'world', 4]
['2020-02-27', 'being', 6]
['2020-02-27', 'while', 5]
['2020-02-27', 'central', 2]
['2020-02-27', 'home', 3]
['2020-02-27', 'says', 2]
['2020-02-27', 'there', 9]
['2020-02-27', 'disease', 3]
['2020-02-27', 'days', 2]
['2020-02-27', 'around', 4]
['2020-02-27', 'take', 2]
['2020-02-28', 'chinese', 2]
['2020-02-28', 'have', 37]
['2020-02-28', 'been', 20]
['2020-02-28', 'outbreak', 14]
['2020-02-28', 'coronavirus', 55]
['2020-02-28', 'take', 3]
['2020-02-28', 'with', 27]
['2020-02-28', 'health', 16]
['2020-02-28', 'people', 18]
['2020-02-28', 'first', 4]
['2020-02-28', 'when', 5]
['2020-02-28', 'will', 20]
['2020-02-28', 'about', 4]
['2020-02-28', 'other', 6]
['2020-02-28', 'positive', 4]
['2020-02-28', 'virus', 19]
['2020-02-28', 'where', 6]
['2020-02-28', 'minister', 2]
['2020-02-28', 'three', 5]
['2020-02-28', 'symptoms', 3]
['2020-02-28', 'could', 12]
['2020-02-28', 'being', 6]
['2020-02-28', 'tested', 3]
['2020-02-28', 'days', 5]
['2020-02-28', 'over', 10]
['2020-02-28', '\nthe', 20]
['2020-02-28', 'this', 25]
['2020-02-28', 'week', 9]
['2020-02-28', 'world', 13]
['2020-02-28', 'global', 13]
['2020-02-28', 'markets', 9]
['2020-02-28', 'said', 22]
['2020-02-28', 'central', 6]
['2020-02-28', 'would', 4]
['2020-02-28', 'around', 7]
['2020-02-28', 'that', 34]
['2020-02-28', 'they', 7]
['2020-02-28', 'their', 13]
['2020-02-28', 'from', 20]
['2020-02-28', 'under', 6]
['2020-02-28', 'control', 6]
['2020-02-28', 'cases', 10]
['2020-02-28', 'were', 4]
['2020-02-28', '2020', 15]
['2020-02-28', 'home', 3]
['2020-02-28', 'since', 4]
['2020-02-28', 'there', 6]
['2020-02-28', 'last', 6]
['2020-02-28', 'more', 16]
['2020-02-28', 'than', 13]
['2020-02-28', 'which', 18]
['2020-02-28', 'while', 8]
['2020-02-28', 'year', 9]
['2020-02-28', 'february', 4]
['2020-02-28', 'deaths', 4]
['2020-02-28', 'after', 9]
['2020-02-28', 'novel', 6]
['2020-02-28', 'spread', 10]
['2020-02-28', 'case', 11]
['2020-02-28', 'some', 9]
['2020-02-28', 'china', 10]
['2020-02-28', 'countries', 5]
['2020-02-28', 'time', 8]
['2020-02-28', 'officials', 7]
['2020-02-28', 'into', 5]
['2020-02-28', 'many', 6]
['2020-02-28', 'infected', 6]
['2020-02-28', 'died', 2]
['2020-02-28', 'confirmed', 3]
['2020-02-28', 'wuhan', 2]
['2020-02-28', 'according', 5]
['2020-02-28', 'disease', 8]
['2020-02-28', 'states', 3]
['2020-02-28', 'also', 11]
['2020-02-28', 'news', 17]
['2020-02-28', 'deadly', 4]
['2020-02-28', 'what', 5]
['2020-02-28', 'public', 4]
['2020-02-28', 'authorities', 6]
['2020-02-28', 'reported', 3]
['2020-02-28', 'your', 8]
['2020-02-28', 'government', 3]
['2020-02-28', 'travel', 4]
['2020-02-28', 'medical', 2]
['2020-02-28', 'epidemic', 5]
['2020-02-28', 'city', 3]
['2020-02-28', 'number', 2]
['2020-02-28', 'country', 3]
['2020-02-28', 'told', 2]
['2020-02-28', 'patients', 2]
['2020-02-28', 'death', 2]
['2020-02-29', 'deaths', 6]
['2020-02-29', 'china', 14]
['2020-02-29', 'outbreak', 21]
['2020-02-29', 'number', 4]
['2020-02-29', 'have', 45]
['2020-02-29', 'there', 8]
['2020-02-29', '2020', 8]
['2020-02-29', 'novel', 7]
['2020-02-29', 'coronavirus', 65]
['2020-02-29', 'wuhan', 4]
['2020-02-29', 'disease', 14]
['2020-02-29', 'control', 5]
['2020-02-29', 'with', 34]
['2020-02-29', 'measures', 3]
['2020-02-29', 'patients', 9]
['2020-02-29', 'that', 33]
['2020-02-29', 'time', 4]
['2020-02-29', 'health', 23]
['2020-02-29', 'reported', 11]
['2020-02-29', 'more', 19]
['2020-02-29', 'than', 11]
['2020-02-29', 'people', 14]
['2020-02-29', 'died', 7]
['2020-02-29', 'epidemic', 2]
['2020-02-29', 'cases', 15]
['2020-02-29', 'been', 26]
['2020-02-29', 'infected', 5]
['2020-02-29', 'some', 3]
['2020-02-29', 'will', 10]
['2020-02-29', 'about', 15]
['2020-02-29', 'were', 8]
['2020-02-29', '\nthe', 14]
['2020-02-29', 'after', 14]
['2020-02-29', 'spread', 10]
['2020-02-29', 'which', 6]
['2020-02-29', 'first', 17]
['2020-02-29', 'countries', 6]
['2020-02-29', 'virus', 17]
['2020-02-29', 'under', 4]
['2020-02-29', 'they', 14]
['2020-02-29', 'from', 20]
['2020-02-29', 'days', 3]
['2020-02-29', 'also', 3]
['2020-02-29', 'three', 2]
['2020-02-29', 'your', 3]
['2020-02-29', 'this', 10]
['2020-02-29', 'last', 2]
['2020-02-29', 'year', 5]
['2020-02-29', 'their', 7]
['2020-02-29', 'news', 13]
['2020-02-29', 'medical', 6]
['2020-02-29', 'said', 23]
['2020-02-29', 'over', 5]
['2020-02-29', 'chinese', 4]
['2020-02-29', 'public', 3]
['2020-02-29', 'february', 3]
['2020-02-29', 'reuters', 2]
['2020-02-29', 'united', 8]
['2020-02-29', 'states', 8]
['2020-02-29', 'country', 4]
['2020-02-29', 'death', 14]
['2020-02-29', 'state', 14]
['2020-02-29', 'told', 5]
['2020-02-29', 'would', 7]
['2020-02-29', 'global', 7]
['2020-02-29', 'city', 2]
['2020-02-29', 'deadly', 3]
['2020-02-29', 'take', 5]
['2020-02-29', 'travel', 14]
['2020-02-29', 'says', 2]
['2020-02-29', 'could', 8]
['2020-02-29', 'other', 3]
['2020-02-29', 'according', 3]
['2020-02-29', 'what', 5]
['2020-02-29', 'many', 3]
['2020-02-29', 'since', 2]
['2020-02-29', 'minister', 6]
['2020-02-29', 'government', 7]
['2020-02-29', 'while', 2]
['2020-02-29', 'around', 3]
['2020-02-29', 'tested', 2]
['2020-02-29', 'officials', 9]
['2020-02-29', 'including', 2]
['2020-02-29', 'authorities', 2]
['2020-02-29', 'week', 3]
['2020-02-29', 'international', 3]
['2020-02-29', 'symptoms', 2]
['2020-02-29', 'hospital', 3]
['2020-02-29', 'confirmed', 8]
['2020-02-29', 'world', 3]
['2020-02-29', 'markets', 2]
['2020-02-29', 'positive', 2]
['2020-02-29', 'person', 2]
['2020-02-29', 'case', 8]
['2020-02-29', 'when', 3]
['2020-03-01', 'they', 5]
['2020-03-01', 'week', 3]
['2020-03-01', 'have', 25]
['2020-03-01', 'positive', 5]
['2020-03-01', 'disease', 4]
['2020-03-01', 'under', 6]
['2020-03-01', '\nthe', 14]
['2020-03-01', 'health', 20]
['2020-03-01', 'authorities', 4]
['2020-03-01', 'public', 5]
['2020-03-01', 'which', 11]
['2020-03-01', 'with', 30]
['2020-03-01', 'last', 5]
['2020-03-01', 'february', 6]
['2020-03-01', 'coronavirus', 56]
['2020-03-01', 'after', 11]
['2020-03-01', 'that', 27]
['2020-03-01', 'medical', 3]
['2020-03-01', 'case', 11]
['2020-03-01', '2020', 14]
['2020-03-01', 'reported', 9]
['2020-03-01', 'spread', 3]
['2020-03-01', 'will', 5]
['2020-03-01', 'country', 4]
['2020-03-01', 'said', 19]
['2020-03-01', 'since', 6]
['2020-03-01', 'been', 20]
['2020-03-01', 'infected', 4]
['2020-03-01', 'virus', 15]
['2020-03-01', 'government', 5]
['2020-03-01', 'including', 6]
['2020-03-01', 'outbreak', 12]
['2020-03-01', 'minister', 4]
['2020-03-01', 'state', 12]
['2020-03-01', 'novel', 7]
['2020-03-01', 'also', 4]
['2020-03-01', 'ministry', 5]
['2020-03-01', 'travel', 6]
['2020-03-01', 'symptoms', 2]
['2020-03-01', 'confirmed', 10]
['2020-03-01', 'this', 5]
['2020-03-01', 'more', 12]
['2020-03-01', 'about', 7]
['2020-03-01', 'world', 8]
['2020-03-01', 'over', 10]
['2020-03-01', 'died', 2]
['2020-03-01', 'while', 4]
['2020-03-01', 'told', 2]
['2020-03-01', 'some', 2]
['2020-03-01', 'could', 3]
['2020-03-01', 'china', 14]
['2020-03-01', 'their', 4]
['2020-03-01', 'than', 7]
['2020-03-01', 'central', 3]
['2020-03-01', 'would', 5]
['2020-03-01', 'into', 4]
['2020-03-01', 'markets', 2]
['2020-03-01', 'number', 5]
['2020-03-01', 'time', 2]
['2020-03-01', 'from', 22]
['2020-03-01', 'countries', 6]
['2020-03-01', 'being', 3]
['2020-03-01', 'your', 2]
['2020-03-01', 'news', 9]
['2020-03-01', 'first', 12]
['2020-03-01', 'many', 3]
['2020-03-01', 'were', 8]
['2020-03-01', 'global', 5]
['2020-03-01', 'according', 5]
['2020-03-01', 'reuters', 2]
['2020-03-01', 'united', 2]
['2020-03-01', 'states', 3]
['2020-03-01', 'death', 5]
['2020-03-01', 'when', 3]
['2020-03-01', 'measures', 3]
['2020-03-01', 'city', 4]
['2020-03-01', 'wuhan', 4]
['2020-03-01', 'where', 3]
['2020-03-01', 'people', 7]
['2020-03-01', 'other', 4]
['2020-03-01', 'tested', 4]
['2020-03-01', 'chinese', 3]
['2020-03-01', 'cases', 16]
['2020-03-01', 'deaths', 3]
['2020-03-01', 'there', 4]
['2020-03-01', 'home', 3]
['2020-03-01', 'year', 3]
['2020-03-01', 'deadly', 3]
['2020-03-01', 'epidemic', 2]
['2020-03-01', 'officials', 5]
['2020-03-01', 'hospital', 2]
['2020-03-01', 'patients', 3]
['2020-03-02', 'wuhan', 7]
['2020-03-02', 'coronavirus', 61]
['2020-03-02', 'from', 27]
['2020-03-02', 'china', 14]
['2020-03-02', 'outbreak', 16]
['2020-03-02', 'united', 4]
['2020-03-02', 'been', 13]
['2020-03-02', 'news', 10]
['2020-03-02', 'cases', 29]
['2020-03-02', 'were', 9]
['2020-03-02', 'last', 3]
['2020-03-02', 'number', 6]
